Id,Country,City,Latitude,Longitude,Population,IdProche,NCTNumber,Disease,Condition,Intervention,Phases,Enrollment,PrincipalInvestigationLocation
2286,canada,ottawa,45.416667,-75.7,874433,2286,NCT02239393,Multiple Sclerosis,All,Stem Cells,Phase 2,40,Ottawa Hospital - General Campus
2287,canada,winnipeg,49.883333,-97.166667,632069,2287,NCT02239393,Multiple Sclerosis,All,Stem Cells,Phase 2,40,Health Sciences Centre
2288,belgium,gent,51.05,3.716667,231493,1012,NCT02232061,Multiple Sclerosis,All,Drug,Phase 4,40,Novartis Investigative Site
2289,belgium,hasselt,50.933333,5.333333,69222,0,NCT02232061,Multiple Sclerosis,All,Drug,Phase 4,40,Novartis Investigative Site
2290,germany,ravensburg,47.783333,9.616667,48441,0,NCT02232061,Multiple Sclerosis,All,Drug,Phase 4,40,Novartis Investigative Site
2291,germany,trier,49.75,6.633333,100649,0,NCT02232061,Multiple Sclerosis,All,Drug,Phase 4,40,Novartis Investigative Site
2292,italy,naples,40.833333,14.25,981284,2292,NCT02232061,Multiple Sclerosis,All,Drug,Phase 4,40,Novartis Investigative Site
2293,germany,munster,51.966667,7.633333,272452,1655,NCT02419378,Multiple Sclerosis,RRMS,Drug,Phase 4,15,Universitätsklinikum Münster - Klinik für Allgemeine Neurologie
2294,united states of america,seattle,47.6063889,-122.3308333,569369,2294,NCT01800604,Multiple Sclerosis,All,Behavioral,N/A,144,University of Washington - Ninth and Jefferson Building
2295,switzerland,aarau,47.389616,8.052354,15007,0,NCT02386566,Multiple Sclerosis,RRMS,Drug,N/A,88,Biogen Investigative Site
2296,switzerland,bern,46.916667,7.466667,123018,0,NCT02386566,Multiple Sclerosis,RRMS,Drug,N/A,88,Biogen Investigative Site
2297,switzerland,lugano,46.006182,8.951142,26327,7,NCT02386566,Multiple Sclerosis,RRMS,Drug,N/A,88,Biogen Investigative Site
2298,switzerland,luzern,47.083333,8.266667,57269,0,NCT02386566,Multiple Sclerosis,RRMS,Drug,N/A,88,Biogen Investigative Site
2299,switzerland,munsterlingen,47.630892,9.234947,3177,0,NCT02386566,Multiple Sclerosis,RRMS,Drug,N/A,88,Biogen Investigative Site
2300,switzerland,saint gallen,47.42539,9.377615,75310,0,NCT02386566,Multiple Sclerosis,RRMS,Drug,N/A,88,Biogen Investigative Site
2301,switzerland,wohlen,47.352359,8.278768,14163,0,NCT02386566,Multiple Sclerosis,RRMS,Drug,N/A,88,Biogen Investigative Site
2302,switzerland,zurich,47.366667,8.55,346185,0,NCT02386566,Multiple Sclerosis,RRMS,Drug,N/A,88,Biogen Investigative Site
2303,united states of america,kirkland,47.6816667,-122.2075,45778,73,NCT02736279,Multiple Sclerosis,All,Drug,Phase 4,25,EvergreenHealth MS Center
2304,canada,london,42.983333,-81.25,346774,0,NCT02676739,Multiple Sclerosis,All,Drug,Phase 2-Phase 3,180,London Health Sciences Centre
2305,united kingdom,truro,50.261667,-5.043333,22044,0,NCT02335892,Multiple Sclerosis,RRMS,Behavioral,N/A,240,Novartis Investigative Site
2306,united kingdom,swansea,51.633333,-3.966667,170885,0,NCT02335892,Multiple Sclerosis,RRMS,Behavioral,N/A,240,Novartis Investigative Site
2307,united kingdom,romford,51.583333,0.2,95894,62,NCT02335892,Multiple Sclerosis,RRMS,Behavioral,N/A,240,Novartis Investigative Site
2308,united kingdom,basingstoke,51.266667,-1.083333,96349,0,NCT02335892,Multiple Sclerosis,RRMS,Behavioral,N/A,240,Novartis Investigative Site
2309,united kingdom,edinburgh,55.95,-3.2,435794,2309,NCT02335892,Multiple Sclerosis,RRMS,Behavioral,N/A,240,Novartis Investigative Site
2310,united kingdom,glasgow,55.833333,-4.25,610271,2310,NCT02335892,Multiple Sclerosis,RRMS,Behavioral,N/A,240,Novartis Investigative Site
2311,united kingdom,leicester,52.633333,-1.133333,339240,864,NCT02335892,Multiple Sclerosis,RRMS,Behavioral,N/A,240,Novartis Investigative Site
2312,united kingdom,liverpool,53.416667,-3,468946,2312,NCT02335892,Multiple Sclerosis,RRMS,Behavioral,N/A,240,Novartis Investigative Site
2313,united kingdom,london,51.514125,-0.093689,7421228,2313,NCT02335892,Multiple Sclerosis,RRMS,Behavioral,N/A,240,Novartis Investigative Site
2314,united kingdom,london,51.514125,-0.093689,7421228,2314,NCT02335892,Multiple Sclerosis,RRMS,Behavioral,N/A,240,Novartis Investigative Site
2315,united kingdom,london,51.514125,-0.093689,7421228,2315,NCT02335892,Multiple Sclerosis,RRMS,Behavioral,N/A,240,Novartis Investigative Site
2316,united kingdom,london,51.514125,-0.093689,7421228,2316,NCT02335892,Multiple Sclerosis,RRMS,Behavioral,N/A,240,Novartis Investigative Site
2317,united kingdom,norwich,52.633333,1.3,177636,0,NCT02335892,Multiple Sclerosis,RRMS,Behavioral,N/A,240,Novartis Investigative Site
2318,united kingdom,nottingham,52.966667,-1.166667,246655,124,NCT02335892,Multiple Sclerosis,RRMS,Behavioral,N/A,240,Novartis Investigative Site
2319,norway,drammen,59.7425,10.211667,90692,2324,NCT02471560,Multiple Sclerosis,RRMS,Drug,Phase 4,70,Biogen Investigative Site
2320,norway,haukeland,60.363333,5.451389,1100,0,NCT02471560,Multiple Sclerosis,RRMS,Drug,Phase 4,70,Biogen Investigative Site
2321,norway,lillehammer,61.133333,10.5,19223,0,NCT02471560,Multiple Sclerosis,RRMS,Drug,Phase 4,70,Biogen Investigative Site
2322,norway,strommen,59.95,11,12000,2324,NCT02471560,Multiple Sclerosis,RRMS,Drug,Phase 4,70,Biogen Investigative Site
2323,norway,molde,62.733333,7.183333,18603,0,NCT02471560,Multiple Sclerosis,RRMS,Drug,Phase 4,70,Biogen Investigative Site
2324,norway,oslo,59.916667,10.75,808690,2324,NCT02471560,Multiple Sclerosis,RRMS,Drug,Phase 4,70,Biogen Investigative Site
2325,norway,stavanger,58.966667,5.75,173535,0,NCT02471560,Multiple Sclerosis,RRMS,Drug,Phase 4,70,Biogen Investigative Site
2326,united states of america,baltimore,39.2902778,-76.6125,610892,2326,NCT02506751,Multiple Sclerosis,All,Drug,Phase 1,20,The Johns Hopkins Hospital
2327,france,caen,49.197188,-0.326822,115358,0,NCT02518776,Multiple Sclerosis,All,Behavioral,N/A,80,Department of Neurologie - Caen Hospital University
2328,trinidad and tobago,san fernando,10.2833333,-61.4666667,56379,0,NCT02587806,Multiple Sclerosis,RRMS,Stem Cells,Phase 1-Phase 2,69,Novo Cellular Medicine Institute
2329,united states of america,dallas,32.7833333,-96.8,1211704,2329,NCT02739542,Multiple Sclerosis,All,Drug,Phase 4,210,UT Southwestern Medical Center
2330,belgium,overpelt,51.216667,5.416667,13344,0,NCT02677077,Multiple Sclerosis,RRMS,Drug,Phase 4,300,Biogen Investigative Site
2331,united states of america,cullman,34.1747222,-86.8436111,14796,0,NCT02652091,Multiple Sclerosis,RRMS,Drug,Phase 4,144,Bayer Investigative Site
2332,united states of america,boca raton,26.3583333,-80.0833333,80689,0,NCT02652091,Multiple Sclerosis,RRMS,Drug,Phase 4,144,Bayer Investigative Site
2333,united states of america,new port richey,28.2438889,-82.7194444,17154,0,NCT02652091,Multiple Sclerosis,RRMS,Drug,Phase 4,144,Bayer Investigative Site
2334,united states of america,tampa,27.9472222,-82.4586111,324465,0,NCT02652091,Multiple Sclerosis,RRMS,Drug,Phase 4,144,Bayer Investigative Site
2335,united states of america,fulton,39.1508333,-76.9233333,2049,43,NCT02652091,Multiple Sclerosis,RRMS,Drug,Phase 4,144,Bayer Investigative Site
2336,united states of america,foxboro,42.0583333,-71.25,16693,45,NCT02652091,Multiple Sclerosis,RRMS,Drug,Phase 4,144,Bayer Investigative Site
2337,united states of america,deckerville,43.5266667,-82.7352778,830,0,NCT02652091,Multiple Sclerosis,RRMS,Drug,Phase 4,144,Bayer Investigative Site
2338,united states of america,saint louis,38.6272222,-90.1977778,320916,0,NCT02652091,Multiple Sclerosis,RRMS,Drug,Phase 4,144,Bayer Investigative Site
2339,united states of america,stratford,39.8266667,-75.0158333,7040,29,NCT02652091,Multiple Sclerosis,RRMS,Drug,Phase 4,144,Bayer Investigative Site
2340,united states of america,teaneck,40.8975,-74.0163889,40078,1,NCT02652091,Multiple Sclerosis,RRMS,Drug,Phase 4,144,Bayer Investigative Site
2341,united states of america,new york,40.7141667,-74.0063889,8107916,2341,NCT02652091,Multiple Sclerosis,RRMS,Drug,Phase 4,144,Bayer Investigative Site
2342,united states of america,bala-cynwyd,40.0075,-75.2344444,9619,29,NCT02652091,Multiple Sclerosis,RRMS,Drug,Phase 4,144,Bayer Investigative Site
2343,united states of america,lititz,40.1572222,-76.3072222,9029,0,NCT02652091,Multiple Sclerosis,RRMS,Drug,Phase 4,144,Bayer Investigative Site
2344,united states of america,franklin,35.925,-86.8688889,49706,704,NCT02652091,Multiple Sclerosis,RRMS,Drug,Phase 4,144,Bayer Investigative Site
2345,united states of america,memphis,35.1494444,-90.0488889,641608,2345,NCT02652091,Multiple Sclerosis,RRMS,Drug,Phase 4,144,Bayer Investigative Site
2346,united states of america,nashville,36.1658333,-86.7844444,530852,2346,NCT02652091,Multiple Sclerosis,RRMS,Drug,Phase 4,144,Bayer Investigative Site
2347,united states of america,lubbock,33.5777778,-101.8547222,211387,0,NCT02652091,Multiple Sclerosis,RRMS,Drug,Phase 4,144,Bayer Investigative Site
2348,united states of america,round rock,30.5080556,-97.6786111,88653,0,NCT02652091,Multiple Sclerosis,RRMS,Drug,Phase 4,144,Bayer Investigative Site
2349,united states of america,fairfax,38.8461111,-77.3066667,22162,43,NCT02652091,Multiple Sclerosis,RRMS,Drug,Phase 4,144,Bayer Investigative Site
2350,united states of america,portland,45.5236111,-122.675,540513,2350,NCT02263339,Multiple Sclerosis,All,Behavioral,N/A,14,Oregon Health & Science University
2351,united kingdom,leeds,53.8,-1.583333,455124,2351,NCT02641041,Multiple Sclerosis,All,Drug,Phase 1,24,Biogen Research Site
2352,germany,bamberg,49.866667,10.866667,70471,777,NCT01705236,Multiple Sclerosis,RRMS,Other,Phase 4,100,Novartis Investigative Site
2353,germany,bochum,51.483333,7.216667,387061,17,NCT01705236,Multiple Sclerosis,RRMS,Other,Phase 4,100,Novartis Investigative Site
2354,germany,bonn,50.733333,7.1,314081,807,NCT01705236,Multiple Sclerosis,RRMS,Other,Phase 4,100,Novartis Investigative Site
2355,germany,dresden,51.05,13.75,480801,2355,NCT01705236,Multiple Sclerosis,RRMS,Other,Phase 4,100,Novartis Investigative Site
2356,germany,dusseldorf,51.216667,6.766667,577139,2356,NCT01705236,Multiple Sclerosis,RRMS,Other,Phase 4,100,Novartis Investigative Site
2357,germany,hanover,52.366667,9.716667,519144,2357,NCT01705236,Multiple Sclerosis,RRMS,Other,Phase 4,100,Novartis Investigative Site
2358,germany,heidelberg,49.416667,8.7,144703,33,NCT01705236,Multiple Sclerosis,RRMS,Other,Phase 4,100,Novartis Investigative Site
2359,germany,rostock,54.083333,12.133333,196833,0,NCT01705236,Multiple Sclerosis,RRMS,Other,Phase 4,100,Novartis Investigative Site
2360,germany,ulm,48.4,10,120745,768,NCT01705236,Multiple Sclerosis,RRMS,Other,Phase 4,100,Novartis Investigative Site
2361,germany,wermsdorf,51.283333,12.95,5296,365,NCT01705236,Multiple Sclerosis,RRMS,Other,Phase 4,100,Novartis Investigative Site
2362,switzerland,zurich,47.366667,8.55,346185,0,NCT01705236,Multiple Sclerosis,RRMS,Other,Phase 4,100,Novartis Investigative Site
2363,germany,berlin,52.516667,13.4,3398362,2363,NCT01647880,Multiple Sclerosis,CIS,Drug,Phase 2-Phase 3,88,Charité-Universitätsmedizin Berlin
2364,germany,potsdam,52.4,13.066667,145291,14,NCT01647880,Multiple Sclerosis,CIS,Drug,Phase 2-Phase 3,88,Sankt Josefs Krankenhaus Potsdam Neurologie
2365,united states of america,dallas,32.7833333,-96.8,1211704,2365,NCT01623076,NMOSD,NMOSD,Other,Phase 1,150,The University of Texas Southwestern Medical Center
2366,china,tianjin,39.142222,117.176667,3766207,2366,NCT02249676,NMOSD,NMOSD,Stem Cells,Phase 2,15,Tianjin Medical University General Hospital
2367,united states of america,baltimore,39.2902778,-76.6125,610892,2367,NCT02276963,NMOSD,NMOSD,Drug,Phase 1,5,Johns Hopkins University School of Medicine
2368,japan,osaka,35.95,137.266667,2668586,2368,NCT01845584,NMOSD,NMOSD,Drug,Phase 2,7,Nihon Investigative Site
2369,united states of america,birmingham,33.5205556,-86.8025,231621,0,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2370,united states of america,sacramento,38.5816667,-121.4933333,467898,2370,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2371,united states of america,san francisco,37.775,-122.4183333,732072,2371,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2372,united states of america,aurora,39.7294444,-104.8313889,299780,286,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2373,united states of america,maitland,28.6275,-81.3633333,11686,0,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2374,united states of america,chicago,41.85,-87.65,2841952,2374,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2375,united states of america,kansas city,39.0997222,-94.5783333,442028,2375,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2376,united states of america,baltimore,39.2902778,-76.6125,610892,2376,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2377,united states of america,detroit,42.3313889,-83.0458333,884941,2377,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2378,united states of america,saint louis,38.6272222,-90.1977778,320916,0,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2379,united states of america,raleigh,35.7719444,-78.6388889,338759,0,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2380,united states of america,cleveland,41.4994444,-81.6955556,449514,2380,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2381,united states of america,dallas,32.7833333,-96.8,1211704,2381,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2382,united states of america,houston,29.7630556,-95.3630556,2027712,2382,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2383,australia,melbourne,-37.813938,144.963425,3730212,2383,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2384,bulgaria,sofia,42.6833333,23.3166667,1062065,2384,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2385,bulgaria,varna,43.2166667,27.9166667,307952,0,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2386,canada,vancouver,49.25,-123.133333,1837970,2386,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2387,canada,montreal,45.5,-73.583333,3268513,2387,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2388,colombia,barranquilla,10.963889,-74.796389,1380437,2388,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2389,colombia,bogota,4.649178,-74.062827,7102602,2389,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2390,colombia,bogota,4.649178,-74.062827,7102602,2390,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2391,colombia,cali,3.437222,-76.5225,2392897,2391,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2392,czech republic,olomouc,49.59404,17.25119,102792,0,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2393,czech republic,prague,50.083333,14.466667,1154508,2393,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2394,czech republic,teplice,50.646569,13.840138,50972,219,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2395,estonia,tallinn,59.4338889,24.7280556,394023,349,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2396,estonia,tartu,58.3661111,26.7361111,101092,0,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2397,germany,berlin,52.516667,13.4,3398362,2397,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2398,germany,dresden,51.05,13.75,480801,2398,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2399,germany,dusseldorf,51.216667,6.766667,577139,2399,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2400,germany,leipzig,51.3,12.333333,492637,2400,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2401,germany,marburg,50.816667,8.766667,79300,33,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2402,germany,munster,51.966667,7.633333,272452,1655,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2403,germany,rostock,54.083333,12.133333,196833,0,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2404,germany,tubingen,48.533333,9.05,83815,768,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2405,hong kong s.a.r.,hong kong,22.2833333,114.15,7234800,2405,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2406,hong kong s.a.r.,hong kong,22.2833333,114.15,7234800,2406,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2407,hong kong s.a.r.,sha tin,22.3833333,114.1833333,630273,2407,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2408,japan,aomori-shi,40.824445,140.74,288029,0,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2409,japan,kyoto-shi,35.021389,135.755556,1474570,2409,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2410,japan,sendai,31.816667,130.3,73133,0,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2411,japan,tokyo,35.685,139.751389,31480498,2411,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2412,japan,tsukuba,36.083333,140.116667,175593,2510,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2413,japan,ube,33.943056,131.251111,173735,2517,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2414,south korea,daegu,35.870278,128.591111,2492994,2414,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2415,south korea,seoul,37.5985,126.9783,10323448,2415,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2416,south korea,seoul,37.5985,126.9783,10323448,2416,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2417,south korea,seoul,37.5985,126.9783,10323448,2417,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2418,mexico,mexico,19.434167,-99.138611,8720916,2418,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
2419,mexico,mexico,19.434167,-99.138611,8720916,2419,NCT02200770,NMOSD,NMOSD,Biological,Phase 2-Phase 3,212,AstraZeneca Investigative Site
